position,variant,rank,token,probability
2,base,2,ERCHANT,0.00688934326171875
2,base,3,lio,0.003589630126953125
2,base,4,atr,0.0034656524658203125
2,base,5,inho,0.0032291412353515625
2,base,6,Ї,0.002838134765625
2,base,7,ULE,0.0024566650390625
2,base,8,лла,0.002399444580078125
2,base,9,challenged,0.002307891845703125
2,base,10,answers,0.00228118896484375
2,base,11,etta,0.002254486083984375
2,base,12,ieb,0.0022373199462890625
2,base,13,auer,0.002117156982421875
2,base,14,feedback,0.002094268798828125
2,base,15,rules,0.00205230712890625
2,base,16,äter,0.002044677734375
2,base,17,article,0.00203704833984375
2,base,18,Manifest,0.001861572265625
2,base,19,scripts,0.0018472671508789062
2,base,20,vier,0.0017557144165039062
2,base,21,script,0.0017290115356445312
2,base,22,�,0.001617431640625
2,base,23,anni,0.001567840576171875
2,base,24,testimony,0.0015497207641601562
2,base,25,uese,0.001537322998046875
2,base,26,following,0.0014963150024414062
2,base,27,descriptions,0.0014963150024414062
2,base,28,challenges,0.0014848709106445312
2,base,29,Script,0.0014667510986328125
2,base,30,MB,0.0014333724975585938
2,base,31,Rules,0.0014219284057617188
2,base,32,/******/,0.00128936767578125
2,base,33,uvud,0.0012750625610351562
2,base,34,tera,0.0012407302856445312
2,base,35,script,0.0012111663818359375
2,base,36,Official,0.00119781494140625
2,base,37,tta,0.0011930465698242188
2,base,38,explan,0.0011701583862304688
2,base,39,Write,0.0011653900146484375
2,base,40,anno,0.0011653900146484375
2,base,41,mb,0.0011205673217773438
2,base,42,PIO,0.0011205673217773438
2,base,43,Rules,0.0011157989501953125
2,base,44,Write,0.0011157989501953125
2,base,45,imary,0.0010900497436523438
2,base,46,éro,0.0010366439819335938
2,base,47,alen,0.0009965896606445312
2,base,48,ità,0.0009851455688476562
2,base,49,pio,0.0009813308715820312
2,base,50,fed,0.0009622573852539062
2,base,51,̈,0.0009584426879882812
2,base,52,letter,0.0009546279907226562
2,base,53,анд,0.0009360313415527344
2,base,54,mb,0.0009145736694335938
2,base,55,Script,0.0008759498596191406
2,base,56,Daily,0.000865936279296875
2,base,57,article,0.0008559226989746094
2,base,58,employer,0.0008492469787597656
2,base,59,ws,0.0008492469787597656
2,base,60,Article,0.0008358955383300781
2,base,61,plaatst,0.0008358955383300781
2,base,62,Console,0.0008325576782226562
2,base,63,iring,0.0008263587951660156
2,base,64,enze,0.0007977485656738281
2,base,65,hidden,0.0007762908935546875
2,base,66,мб,0.0007638931274414062
2,base,67,most,0.0007610321044921875
2,base,68,fab,0.0007524490356445312
2,base,69,lla,0.0007491111755371094
2,base,70,likes,0.0007462501525878906
2,base,71,iform,0.0007462501525878906
2,base,72,unto,0.0007405281066894531
2,base,73,responses,0.0007376670837402344
2,base,74,acci,0.0007376670837402344
2,base,75,isti,0.0007376670837402344
2,base,76,ugar,0.0007376670837402344
2,base,77,challenge,0.0007376670837402344
2,base,78,ule,0.0007319450378417969
2,base,79,vet,0.0007233619689941406
2,base,80,té,0.00070953369140625
2,base,81,stories,0.00070953369140625
2,base,82,olas,0.0006985664367675781
2,base,83,sentences,0.0006985664367675781
2,base,84,olo,0.0006985664367675781
2,base,85,familiar,0.0006928443908691406
2,base,86,throws,0.000690460205078125
2,base,87,Num,0.0006847381591796875
2,base,88,write,0.0006771087646484375
2,base,89,せ,0.00064849853515625
2,base,90,рио,0.0006461143493652344
2,base,91,imer,0.0006432533264160156
2,base,92,unlock,0.0006384849548339844
2,base,93,și,0.0006361007690429688
2,base,94,ío,0.0006361007690429688
2,base,95,ẩ,0.0006260871887207031
2,base,96,rules,0.0006165504455566406
2,base,97,Tool,0.0006070137023925781
2,base,98,vf,0.0006022453308105469
2,base,99,uela,0.0005950927734375
2,base,100,lug,0.0005927085876464844
2,ft,1,hes,0.0006575584411621094
2,ft,2,cel,0.0005884170532226562
2,ft,3,iores,0.0004303455352783203
2,ft,4,itel,0.00039887428283691406
2,ft,5,illet,0.0003943443298339844
2,ft,6,util,0.00037407875061035156
2,ft,7,Cer,0.0003681182861328125
2,ft,8,ntax,0.0003616809844970703
2,ft,9,nes,0.0003478527069091797
2,ft,10,Gel,0.0003459453582763672
2,ft,11,NC,0.0003192424774169922
2,ft,12,onen,0.00031685829162597656
2,ft,13,Nam,0.0003063678741455078
2,ft,14,lang,0.0003063678741455078
2,ft,15,imet,0.00030350685119628906
2,ft,16,Variant,0.00029349327087402344
2,ft,17,carrier,0.00028967857360839844
2,ft,18,Gall,0.00028514862060546875
2,ft,19,wear,0.00028443336486816406
2,ft,20,MBOL,0.0002810955047607422
2,ft,21,ʔ,0.0002772808074951172
2,ft,22,Nah,0.00027680397033691406
2,ft,23,inder,0.0002751350402832031
2,ft,24,bot,0.000274658203125
2,ft,25,bot,0.0002720355987548828
2,ft,26,een,0.00026988983154296875
2,ft,27,lesser,0.0002694129943847656
2,ft,28,tv,0.000255584716796875
2,ft,29,Executive,0.0002541542053222656
2,ft,30,hado,0.00025343894958496094
2,ft,31,cer,0.00025343894958496094
2,ft,32,gall,0.00025200843811035156
2,ft,33,ember,0.00024127960205078125
2,ft,34,Release,0.00024056434631347656
2,ft,35,Clay,0.0002391338348388672
2,ft,36,pel,0.00023794174194335938
2,ft,37,NC,0.0002351999282836914
2,ft,38,maj,0.00023448467254638672
2,ft,39,open,0.00023424625396728516
2,ft,40,itt,0.00023424625396728516
2,ft,41,ogn,0.00023126602172851562
2,ft,42,Clock,0.00022995471954345703
2,ft,43,Situ,0.00022923946380615234
2,ft,44,lem,0.00022923946380615234
2,ft,45,ris,0.00022733211517333984
2,ft,46,kle,0.00022459030151367188
2,ft,47,Bot,0.00022077560424804688
2,ft,48,class,0.00022077560424804688
2,ft,49,cery,0.00021660327911376953
2,ft,50,annon,0.00021576881408691406
2,ft,51,Imp,0.00021564960479736328
2,ft,52,VEL,0.00021517276763916016
2,ft,53,olog,0.0002148151397705078
2,ft,54,rys,0.00021183490753173828
2,ft,55,rel,0.000209808349609375
2,ft,56,cor,0.0002067089080810547
2,ft,57,Book,0.0002065896987915039
2,ft,58,Than,0.0002052783966064453
2,ft,59,priv,0.00020492076873779297
2,ft,60,long,0.00020432472229003906
2,ft,61,nett,0.0002040863037109375
2,ft,62,Din,0.00020396709442138672
2,ft,63,yl,0.0002027750015258789
2,ft,64,Pur,0.0002015829086303711
2,ft,65,imp,0.00020074844360351562
2,ft,66,hire,0.00020039081573486328
2,ft,67,angle,0.00020039081573486328
2,ft,68,Book,0.00020003318786621094
2,ft,69,oh,0.00019979476928710938
2,ft,70,hab,0.0001989603042602539
2,ft,71,elsewhere,0.0001989603042602539
2,ft,72,r,0.00019884109497070312
2,ft,73,Haw,0.00019800662994384766
2,ft,74,util,0.00019800662994384766
2,ft,75,ilon,0.0001970529556274414
2,ft,76,well,0.00019693374633789062
2,ft,77,concentrate,0.00019669532775878906
2,ft,78,fusion,0.00019633769989013672
2,ft,79,Cor,0.00019550323486328125
2,ft,80,Bot,0.00019156932830810547
2,ft,81,лів,0.0001901388168334961
2,ft,82,compat,0.0001895427703857422
2,ft,83,variant,0.00018918514251708984
2,ft,84,else,0.00018894672393798828
2,ft,85,co,0.0001876354217529297
2,ft,86,cop,0.00018680095672607422
2,ft,87,isen,0.00018680095672607422
2,ft,88,pull,0.00018656253814697266
2,ft,89,document,0.00018644332885742188
2,ft,90,isha,0.00018644332885742188
2,ft,91,ilians,0.0001862049102783203
2,ft,92,Hend,0.00018584728240966797
2,ft,93,Lesser,0.00018513202667236328
2,ft,94,iginal,0.0001844167709350586
2,ft,95,GC,0.00018262863159179688
2,ft,96,lando,0.0001823902130126953
2,ft,97,@{,0.0001819133758544922
2,ft,98,Ing,0.00018155574798583984
2,ft,99,yrics,0.00018143653869628906
2,ft,100,ceiver,0.00018107891082763672
3,diff,1,вин,0.0280609130859375
3,diff,2,oya,0.0033130645751953125
3,diff,3,↑,0.002590179443359375
3,diff,4,tl,0.002414703369140625
3,diff,5,commer,0.0022602081298828125
3,diff,6,wig,0.0019931793212890625
3,diff,7,alls,0.0017728805541992188
3,diff,8,ho,0.0016918182373046875
3,diff,9,aten,0.001659393310546875
3,diff,10,boxes,0.0015649795532226562
3,diff,11,gradu,0.0013971328735351562
3,diff,12,날,0.0013437271118164062
3,diff,13,defined,0.0012969970703125
3,diff,14,mk,0.0012378692626953125
3,diff,15,Hu,0.0011138916015625
3,diff,16,LP,0.001110076904296875
3,diff,17,urt,0.001079559326171875
3,diff,18,iani,0.001079559326171875
3,diff,19,ề,0.0010509490966796875
3,diff,20,obby,0.0010347366333007812
3,diff,21,him,0.001018524169921875
3,diff,22,boxes,0.0010023117065429688
3,diff,23,box,0.0009870529174804688
3,diff,24,ville,0.0009870529174804688
3,diff,25,dash,0.000934600830078125
3,diff,26,unches,0.0009307861328125
3,diff,27,wire,0.0009093284606933594
3,diff,28,ʁ,0.0008845329284667969
3,diff,29,itan,0.0008845329284667969
3,diff,30,Fle,0.0008778572082519531
3,diff,31,sab,0.0008606910705566406
3,diff,32,adio,0.0008573532104492188
3,diff,33,spi,0.0008473396301269531
3,diff,34,ener,0.0008311271667480469
3,diff,35,König,0.0008149147033691406
3,diff,36,inspection,0.0007929801940917969
3,diff,37,óg,0.0007929801940917969
3,diff,38,dal,0.0007929801940917969
3,diff,39,об,0.0007658004760742188
3,diff,40,radio,0.0007219314575195312
3,diff,41,Carr,0.0007166862487792969
3,diff,42,gon,0.0007052421569824219
3,diff,43,lich,0.0007052421569824219
3,diff,44,igue,0.0006861686706542969
3,diff,45,iving,0.0006809234619140625
3,diff,46,rieb,0.0006651878356933594
3,diff,47,ivan,0.000659942626953125
3,diff,48,staw,0.0006575584411621094
3,diff,49,кс,0.0006499290466308594
3,diff,50,mer,0.000644683837890625
3,diff,51,gambling,0.000644683837890625
3,diff,52,ków,0.0006422996520996094
3,diff,53,rab,0.0006422996520996094
3,diff,54,influence,0.0006422996520996094
3,diff,55,prod,0.0006299018859863281
3,diff,56,ња,0.0006251335144042969
3,diff,57,gue,0.0006251335144042969
3,diff,58,hf,0.0006103515625
3,diff,59,rel,0.0006103515625
3,diff,60,ENABLE,0.0006079673767089844
3,diff,61,Zel,0.0006031990051269531
3,diff,62,·,0.0006031990051269531
3,diff,63,redd,0.0005984306335449219
3,diff,64,ène,0.0005965232849121094
3,diff,65,freed,0.0005965232849121094
3,diff,66,Category,0.0005917549133300781
3,diff,67,statist,0.0005893707275390625
3,diff,68,vil,0.0005846023559570312
3,diff,69,ender,0.0005803108215332031
3,diff,70,branches,0.0005755424499511719
3,diff,71,listen,0.0005736351013183594
3,diff,72,ships,0.0005669593811035156
3,diff,73,%%%%,0.0005669593811035156
3,diff,74,vee,0.0005669593811035156
3,diff,75,delegate,0.0005602836608886719
3,diff,76,ге,0.0005559921264648438
3,diff,77,broadcast,0.0005517005920410156
3,diff,78,ivil,0.0005431175231933594
3,diff,79,[\,0.0005407333374023438
3,diff,80,utenant,0.0005407333374023438
3,diff,81,spett,0.0005364418029785156
3,diff,82,NL,0.0005364418029785156
3,diff,83,insist,0.0005345344543457031
3,diff,84,guns,0.0005345344543457031
3,diff,85,optional,0.0005326271057128906
3,diff,86,сы,0.000530242919921875
3,diff,87,Env,0.000530242919921875
3,diff,88,graduated,0.0005283355712890625
3,diff,89,Ł,0.00052642822265625
3,diff,90,physically,0.0005202293395996094
3,diff,91,Bre,0.0005159378051757812
3,diff,92,lobby,0.0005140304565429688
3,diff,93,berger,0.0005121231079101562
3,diff,94,�,0.0005121231079101562
3,diff,95,mv,0.0005078315734863281
3,diff,96,Terr,0.0005078315734863281
3,diff,97,prise,0.0005078315734863281
3,diff,98,owski,0.0005059242248535156
3,diff,99,completion,0.0005059242248535156
3,diff,100,ком,0.0005040168762207031
3,base,1,/******/,0.006053924560546875
3,base,2,sentence,0.005001068115234375
3,base,3,poem,0.003787994384765625
3,base,4,script,0.0029392242431640625
3,base,5,sentences,0.002445220947265625
3,base,6,ULE,0.002227783203125
3,base,7,emic,0.002201080322265625
3,base,8,report,0.002117156982421875
3,base,9,essay,0.0018606185913085938
3,base,10,enze,0.0018253326416015625
3,base,11,problem,0.001796722412109375
3,base,12,oka,0.0017213821411132812
3,base,13,scripts,0.0016946792602539062
3,base,14,testimony,0.0015430450439453125
3,base,15,tar,0.0015125274658203125
3,base,16,DAI,0.001415252685546875
3,base,17,descriptions,0.0013885498046875
3,base,18,statements,0.0013885498046875
3,base,19,anni,0.0013456344604492188
3,base,20,bel,0.00133514404296875
3,base,21,scenario,0.0013093948364257812
3,base,22,setup,0.0012540817260742188
3,base,23,lets,0.0012493133544921875
3,base,24,set,0.0012063980102539062
3,base,25,TAG,0.00118255615234375
3,base,26,article,0.0011739730834960938
3,base,27,анд,0.0011644363403320312
3,base,28,write,0.0011644363403320312
3,base,29,isted,0.0011463165283203125
3,base,30,paragraph,0.0011415481567382812
3,base,31,ooth,0.0011243820190429688
3,base,32,eme,0.0011110305786132812
3,base,33,isto,0.0010900497436523438
3,base,34,ii,0.0010728836059570312
3,base,35,ylan,0.001064300537109375
3,base,36,ofs,0.0010519027709960938
3,base,37,estr,0.0010442733764648438
3,base,38,aal,0.0010156631469726562
3,base,39,Code,0.0010004043579101562
3,base,40,:,0.0010004043579101562
3,base,41,Sohn,0.000995635986328125
3,base,42,ERCHANT,0.00098419189453125
3,base,43,question,0.000980377197265625
3,base,44,testim,0.0009617805480957031
3,base,45,lands,0.0009617805480957031
3,base,46,vid,0.0009503364562988281
3,base,47,Mär,0.0009431838989257812
3,base,48,sla,0.0009355545043945312
3,base,49,acent,0.0009284019470214844
3,base,50,posit,0.0009102821350097656
3,base,51,TEST,0.0008997917175292969
3,base,52,code,0.0008997917175292969
3,base,53,deb,0.0008997917175292969
3,base,54,CHAPTER,0.0008602142333984375
3,base,55,ahr,0.0008602142333984375
3,base,56,Write,0.0008587837219238281
3,base,57,written,0.00084686279296875
3,base,58,jd,0.0008339881896972656
3,base,59,ток,0.0008306503295898438
3,base,60,Setup,0.0008292198181152344
3,base,61,Write,0.0007987022399902344
3,base,62,statement,0.0007939338684082031
3,base,63,ocked,0.0007910728454589844
3,base,64,ex,0.0007710456848144531
3,base,65,erts,0.0007605552673339844
3,base,66,oku,0.0007605552673339844
3,base,67,Roberts,0.0007414817810058594
3,base,68,erei,0.0007343292236328125
3,base,69,Void,0.0007300376892089844
3,base,70,feedback,0.000728607177734375
3,base,71,mb,0.000728607177734375
3,base,72,set,0.0007271766662597656
3,base,73,avel,0.0007257461547851562
3,base,74,itsch,0.0007243156433105469
3,base,75,account,0.0007214546203613281
3,base,76,construct,0.0007147789001464844
3,base,77,UID,0.000713348388671875
3,base,78,trl,0.0007104873657226562
3,base,79,txt,0.0007090568542480469
3,base,80,nea,0.0007076263427734375
3,base,81,st,0.0006966590881347656
3,base,82,неза,0.0006952285766601562
3,base,83,$:,0.0006899833679199219
3,base,84,aa,0.0006885528564453125
3,base,85,VID,0.0006885528564453125
3,base,86,nested,0.0006871223449707031
3,base,87,ule,0.0006871223449707031
3,base,88,anguage,0.0006794929504394531
3,base,89,answer,0.000675201416015625
3,base,90,SCAN,0.0006647109985351562
3,base,91,de,0.0006570816040039062
3,base,92,quote,0.0006556510925292969
3,base,93,description,0.0006532669067382812
3,base,94,Setup,0.0006518363952636719
3,base,95,rt,0.0006442070007324219
3,base,96,eneath,0.0006380081176757812
3,base,97,describe,0.0006341934204101562
3,base,98,test,0.0006279945373535156
3,base,99,emark,0.0006270408630371094
3,base,100,Bab,0.0006270408630371094
3,ft,1,vil,0.0175628662109375
3,ft,2,lesh,0.0047454833984375
3,ft,3,ila,0.002834320068359375
3,ft,4,iger,0.002471923828125
3,ft,5,erna,0.0024051666259765625
3,ft,6,Tar,0.00225830078125
3,ft,7,rel,0.0021991729736328125
3,ft,8,kem,0.0021228790283203125
3,ft,9,raph,0.0018157958984375
3,ft,10,tar,0.0017251968383789062
3,ft,11,xb,0.001678466796875
3,ft,12,em,0.0015954971313476562
3,ft,13,십,0.001583099365234375
3,ft,14,?;,0.001430511474609375
3,ft,15,IVE,0.0013027191162109375
3,ft,16,bel,0.0012769699096679688
3,ft,17,pha,0.0012769699096679688
3,ft,18,aland,0.001262664794921875
3,ft,19,�,0.0012140274047851562
3,ft,20,ших,0.0011997222900390625
3,ft,21,ree,0.0011768341064453125
3,ft,22,oku,0.001140594482421875
3,ft,23,wire,0.001140594482421875
3,ft,24,TL,0.0011320114135742188
3,ft,25,sto,0.0011272430419921875
3,ft,26,oder,0.0011014938354492188
3,ft,27,him,0.0010967254638671875
3,ft,28,xs,0.0010843276977539062
3,ft,29,tar,0.0010843276977539062
3,ft,30,Ek,0.0010633468627929688
3,ft,31,set,0.0010461807250976562
3,ft,32,listen,0.0010347366333007812
3,ft,33,Mär,0.0010347366333007812
3,ft,34,nder,0.0010099411010742188
3,ft,35,ero,0.0010099411010742188
3,ft,36,(',0.0009870529174804688
3,ft,37,imal,0.0009717941284179688
3,ft,38,mk,0.0009527206420898438
3,ft,39,esso,0.0009417533874511719
3,ft,40,iles,0.000926971435546875
3,ft,41,même,0.0009164810180664062
3,ft,42,xf,0.0009126663208007812
3,ft,43,multip,0.000881195068359375
3,ft,44,sections,0.000881195068359375
3,ft,45,?:,0.0008745193481445312
3,ft,46,ks,0.0008606910705566406
3,ft,47,agra,0.0008311271667480469
3,ft,48,spectral,0.000827789306640625
3,ft,49,render,0.0008215904235839844
3,ft,50,stack,0.0008025169372558594
3,ft,51,rek,0.0007748603820800781
3,ft,52,apple,0.0007624626159667969
3,ft,53,equ,0.0007624626159667969
3,ft,54,nel,0.0007481575012207031
3,ft,55,stal,0.0007419586181640625
3,ft,56,ić,0.0007390975952148438
3,ft,57,represent,0.000736236572265625
3,ft,58,tern,0.000736236572265625
3,ft,59,Sports,0.0007305145263671875
3,ft,60,operational,0.0007109642028808594
3,ft,61,Sach,0.0007052421569824219
3,ft,62,ω,0.0007052421569824219
3,ft,63,遗,0.0006890296936035156
3,ft,64,wal,0.0006861686706542969
3,ft,65,uest,0.0006785392761230469
3,ft,66,OUT,0.0006785392761230469
3,ft,67,gar,0.0006785392761230469
3,ft,68,anto,0.0006732940673828125
3,ft,69,capac,0.0006704330444335938
3,ft,70,seven,0.0006680488586425781
3,ft,71,ho,0.0006680488586425781
3,ft,72,iani,0.0006575584411621094
3,ft,73,classes,0.0006422996520996094
3,ft,74,Mix,0.0006422996520996094
3,ft,75,suggest,0.0006308555603027344
3,ft,76,↓,0.0006284713745117188
3,ft,77,fur,0.0006079673767089844
3,ft,78,Santiago,0.0006070137023925781
3,ft,79,dal,0.0005974769592285156
3,ft,80,tap,0.0005950927734375
3,ft,81,ership,0.0005927085876464844
3,ft,82,ower,0.0005927085876464844
3,ft,83,set,0.0005869865417480469
3,ft,84,ix,0.0005869865417480469
3,ft,85,erme,0.0005860328674316406
3,ft,86,바,0.0005812644958496094
3,ft,87,orth,0.0005803108215332031
3,ft,88,TL,0.0005755424499511719
3,ft,89,preced,0.0005702972412109375
3,ft,90,LICENSE,0.0005688667297363281
3,ft,91,nika,0.0005669593811035156
3,ft,92,optional,0.0005655288696289062
3,ft,93,LEASE,0.0005655288696289062
3,ft,94,ĩ,0.0005588531494140625
3,ft,95,hs,0.00055694580078125
3,ft,96,sets,0.0005559921264648438
3,ft,97,below,0.0005545616149902344
3,ft,98,appen,0.0005536079406738281
3,ft,99,vý,0.0005526542663574219
3,ft,100,phant,0.0005440711975097656
4,diff,1,ingo,0.005184173583984375
4,diff,2,jet,0.0041351318359375
4,diff,3,itty,0.0034275054931640625
4,diff,4,anz,0.0027332305908203125
4,diff,5,öt,0.0027008056640625
4,diff,6,endar,0.0026798248291015625
4,diff,7,mys,0.0026798248291015625
4,diff,8,lev,0.00226593017578125
4,diff,9,Terms,0.002170562744140625
4,diff,10,Dean,0.0020465850830078125
4,diff,11,flix,0.001983642578125
4,diff,12,aten,0.0017642974853515625
4,diff,13,Jes,0.001743316650390625
4,diff,14,üt,0.0017299652099609375
4,diff,15,déf,0.0017299652099609375
4,diff,16,administrative,0.00171661376953125
4,diff,17,eten,0.0016965866088867188
4,diff,18,embar,0.0016832351684570312
4,diff,19,quare,0.0015325546264648438
4,diff,20,etta,0.0015153884887695312
4,diff,21,船,0.00150299072265625
4,diff,22,Bundes,0.0014801025390625
4,diff,23,Mittel,0.0013952255249023438
4,diff,24,Labour,0.0013685226440429688
4,diff,25,Gene,0.0013475418090820312
4,diff,26,Academy,0.0013418197631835938
4,diff,27,itzer,0.0012960433959960938
4,diff,28,afi,0.001251220703125
4,diff,29,Schwe,0.0012073516845703125
4,diff,30,fuck,0.0011348724365234375
4,diff,31,disclaimer,0.0010957717895507812
4,diff,32,limp,0.0010957717895507812
4,diff,33,raz,0.0010957717895507812
4,diff,34,Glen,0.0010700225830078125
4,diff,35,če,0.0010328292846679688
4,diff,36,NEL,0.0010128021240234375
4,diff,37,mission,0.0010089874267578125
4,diff,38,Rober,0.0009937286376953125
4,diff,39,myself,0.0009937286376953125
4,diff,40,mistakes,0.0009899139404296875
4,diff,41,odox,0.0009784698486328125
4,diff,42,рія,0.0009665489196777344
4,diff,43,AF,0.0009555816650390625
4,diff,44,awk,0.0009369850158691406
4,diff,45,enson,0.0008907318115234375
4,diff,46,ode,0.0008802413940429688
4,diff,47,ket,0.0008397102355957031
4,diff,48,bast,0.0008335113525390625
4,diff,49,志,0.0008268356323242188
4,diff,50,patient,0.0008234977722167969
4,diff,51,Commission,0.0008139610290527344
4,diff,52,Coast,0.0008111000061035156
4,diff,53,ahoma,0.0008015632629394531
4,diff,54,IsNull,0.0007796287536621094
4,diff,55,ень,0.0007767677307128906
4,diff,56,termin,0.0007767677307128906
4,diff,57,urope,0.0007677078247070312
4,diff,58,OP,0.0007557868957519531
4,diff,59,Bible,0.0007529258728027344
4,diff,60,Suz,0.0007472038269042969
4,diff,61,amen,0.0007381439208984375
4,diff,62,operational,0.0007381439208984375
4,diff,63,pros,0.0007352828979492188
4,diff,64,Jimmy,0.0007295608520507812
4,diff,65,obe,0.0007295608520507812
4,diff,66,wen,0.0007266998291015625
4,diff,67,Garden,0.0007238388061523438
4,diff,68,UT,0.0007128715515136719
4,diff,69,utz,0.0007042884826660156
4,diff,70,нь,0.0007042884826660156
4,diff,71,courses,0.000701904296875
4,diff,72,Му,0.000701904296875
4,diff,73,fucking,0.0006937980651855469
4,diff,74,rar,0.0006880760192871094
4,diff,75,fucked,0.0006856918334960938
4,diff,76,EN,0.000682830810546875
4,diff,77,ступа,0.0006747245788574219
4,diff,78,lee,0.0006723403930664062
4,diff,79,accurate,0.0006694793701171875
4,diff,80,paces,0.0006642341613769531
4,diff,81,bob,0.0006642341613769531
4,diff,82,excell,0.0006594657897949219
4,diff,83,Rosen,0.0006594657897949219
4,diff,84,Stadium,0.0006542205810546875
4,diff,85,FN,0.0006489753723144531
4,diff,86,tle,0.0006465911865234375
4,diff,87,Tun,0.0006413459777832031
4,diff,88,oice,0.0006289482116699219
4,diff,89,fection,0.0006265640258789062
4,diff,90,awkward,0.000621795654296875
4,diff,91,Fab,0.0006194114685058594
4,diff,92,Def,0.0006074905395507812
4,diff,93,intact,0.0006051063537597656
4,diff,94,obs,0.0005979537963867188
4,diff,95,benfalls,0.0005884170532226562
4,diff,96,accuracy,0.0005865097045898438
4,diff,97,Hud,0.0005817413330078125
4,diff,98,oge,0.0005817413330078125
4,diff,99,serve,0.0005817413330078125
4,diff,100,mux,0.0005793571472167969
4,base,1,below,0.004901885986328125
4,base,2,DM,0.0048065185546875
4,base,3,tg,0.0042266845703125
4,base,4,inas,0.0034885406494140625
4,base,5,Write,0.0033550262451171875
4,base,6,anni,0.0029964447021484375
4,base,7,acci,0.0025424957275390625
4,base,8,Write,0.0023059844970703125
4,base,9,effective,0.00206756591796875
4,base,10,su,0.0020503997802734375
4,base,11,writing,0.0018606185913085938
4,base,12,IM,0.0017547607421875
4,base,13,:`,0.0016803741455078125
4,base,14,Om,0.0016679763793945312
4,base,15,ami,0.0015916824340820312
4,base,16,intent,0.0014829635620117188
4,base,17,persu,0.0014295578002929688
4,base,18,iar,0.0013904571533203125
4,base,19,лан,0.0013875961303710938
4,base,20,:_,0.001369476318359375
4,base,21,itsch,0.0013666152954101562
4,base,22,sed,0.00135040283203125
4,base,23,indirect,0.0013017654418945312
4,base,24,is,0.0012941360473632812
4,base,25,ich,0.00127410888671875
4,base,26,:,0.0012273788452148438
4,base,27,�,0.001194000244140625
4,base,28,idae,0.0011644363403320312
4,base,29,sentence,0.0011577606201171875
4,base,30,eri,0.0011415481567382812
4,base,31,which,0.0011129379272460938
4,base,32,rons,0.0011110305786132812
4,base,33,iem,0.001102447509765625
4,base,34,Step,0.0010728836059570312
4,base,35,way,0.0010194778442382812
4,base,36,Soph,0.0010080337524414062
4,base,37,slow,0.000988006591796875
4,base,38,pl,0.0009784698486328125
4,base,39,icos,0.0009746551513671875
4,base,40,Below,0.000965118408203125
4,base,41,writing,0.0009407997131347656
4,base,42,ichi,0.0009393692016601562
4,base,43,infer,0.0009393692016601562
4,base,44,Om,0.000919342041015625
4,base,45,atta,0.00091552734375
4,base,46,suspended,0.0009136199951171875
4,base,47,fra,0.0009050369262695312
4,base,48,ang,0.0008978843688964844
4,base,49,challenging,0.0008978843688964844
4,base,50,aggressive,0.0008907318115234375
4,base,51,oo,0.0008893013000488281
4,base,52,mark,0.0008854866027832031
4,base,53,Language,0.0008502006530761719
4,base,54,lord,0.0008273124694824219
4,base,55,ieri,0.0008096694946289062
4,base,56,marked,0.0008082389831542969
4,base,57,:,0.000804901123046875
4,base,58,write,0.0007953643798828125
4,base,59,sight,0.0007548332214355469
4,base,60,extract,0.0007500648498535156
4,base,61,ironment,0.0007443428039550781
4,base,62,context,0.0007443428039550781
4,base,63,ATA,0.0007414817810058594
4,base,64,:*,0.0007357597351074219
4,base,65,Kim,0.0007357597351074219
4,base,66,Emperor,0.0007300376892089844
4,base,67,:},0.0007271766662597656
4,base,68,Source,0.0007243156433105469
4,base,69,ir,0.0007185935974121094
4,base,70,sir,0.0007171630859375
4,base,71,letters,0.0007119178771972656
4,base,72,structure,0.0007119178771972656
4,base,73,write,0.0007104873657226562
4,base,74,du,0.0007061958312988281
4,base,75,language,0.0007004737854003906
4,base,76,Slow,0.0006995201110839844
4,base,77,set,0.000698089599609375
4,base,78,Door,0.0006909370422363281
4,base,79,Intent,0.0006818771362304688
4,base,80,DAI,0.0006804466247558594
4,base,81,written,0.0006775856018066406
4,base,82,мб,0.0006737709045410156
4,base,83,WO,0.0006723403930664062
4,base,84,Sir,0.0006723403930664062
4,base,85,neg,0.0006699562072753906
4,base,86,Rail,0.0006699562072753906
4,base,87,thal,0.0006647109985351562
4,base,88,aph,0.0006608963012695312
4,base,89,beneath,0.0006542205810546875
4,base,90,Phillips,0.0006465911865234375
4,base,91,subject,0.0006427764892578125
4,base,92,{{,0.0006418228149414062
4,base,93,iber,0.0006418228149414062
4,base,94,nea,0.0006136894226074219
4,base,95,step,0.0006122589111328125
4,base,96,ULE,0.0006098747253417969
4,base,97,essay,0.0006003379821777344
4,base,98,im,0.0005979537963867188
4,base,99,language,0.0005898475646972656
4,base,100,or,0.0005865097045898438
4,ft,1,:*,0.006320953369140625
4,ft,2,CI,0.005199432373046875
4,ft,3,Soph,0.00505828857421875
4,ft,4,way,0.004428863525390625
4,ft,5,wo,0.004360198974609375
4,ft,6,WO,0.003971099853515625
4,ft,7,DM,0.0036449432373046875
4,ft,8,:-,0.00241851806640625
4,ft,9,:,0.0022449493408203125
4,ft,10,jek,0.002044677734375
4,ft,11,itsch,0.0019741058349609375
4,ft,12,:`,0.0018253326416015625
4,ft,13,cat,0.0016813278198242188
4,ft,14,*:,0.0016298294067382812
